Accession	Description	Classification	Genome Length (bp)	Jumbophage	molGC (%)	Molecule	Modification Date	Number CDS	Positive Strand (%)	Negative Strand (%)	Coding Capacity (%)	Low Coding Capacity Warning	tRNAs	Host	Lowest Taxa	Genus	Sub-family	Family	Order	Class	Phylum	Kingdom	Realm	Baltimore Group	Genbank Division	Isolation Host (beware inconsistent and nonsense values)
MG945596	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4845	FALSE	44.830	ss-DNA	24-NOV-2018	8	100	0	89.5356037151703	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945595	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5760	FALSE	36.528	ss-DNA	24-NOV-2018	7	100	0	93.59375	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945594	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4916	FALSE	54.292	ss-DNA	24-NOV-2018	7	100	0	86.4117168429618	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945593	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6069	FALSE	34.404	ss-DNA	24-NOV-2018	10	100	0	89.9653979238754	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945592	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4883	FALSE	41.081	ss-DNA	24-NOV-2018	6	100	0	94.7368421052632	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945591	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5089	FALSE	53.960	ss-DNA	24-NOV-2018	7	100	0	86.8343485950088	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945590	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5415	FALSE	43.730	ss-DNA	24-NOV-2018	9	77.7777777777778	22.2222222222222	87.0914127423823	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945589	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4960	FALSE	47.480	ss-DNA	24-NOV-2018	7	100	0	91.3911290322581	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945588	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6200	FALSE	36.790	ss-DNA	24-NOV-2018	6	100	0	80.3709677419355	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945587	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4860	FALSE	43.807	ss-DNA	24-NOV-2018	5	100	0	86.4814814814815	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945586	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4928	FALSE	43.202	ss-DNA	24-NOV-2018	8	87.5	12.5	97.0373376623377	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945585	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6205	FALSE	38.276	ss-DNA	24-NOV-2018	6	100	0	86.8331990330379	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945584	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4459	FALSE	39.673	ss-DNA	24-NOV-2018	6	100	0	89.6165059430366	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945583	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4774	FALSE	36.971	ss-DNA	24-NOV-2018	6	100	0	89.4847088395476	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945582	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5740	FALSE	36.080	ss-DNA	24-NOV-2018	8	100	0	85.1393728222996	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945581	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5922	FALSE	40.831	ss-DNA	24-NOV-2018	5	80	20	87.1833839918946	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945580	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6537	FALSE	47.147	ss-DNA	24-NOV-2018	6	100	0	87.7007801743919	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945579	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4724	FALSE	35.605	ss-DNA	24-NOV-2018	7	100	0	91.3844199830652	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945578	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5840	FALSE	41.182	ss-DNA	24-NOV-2018	8	100	0	91.2328767123288	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945577	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4648	FALSE	37.715	ss-DNA	24-NOV-2018	6	100	0	89.0705679862306	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945576	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5684	FALSE	45.936	ss-DNA	24-NOV-2018	6	100	0	84.2892329345531	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945575	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6589	FALSE	43.148	ss-DNA	24-NOV-2018	7	100	0	88.1469115191987	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945574	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5514	FALSE	44.487	ss-DNA	24-NOV-2018	4	100	0	82.9706202393906	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945573	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4963	FALSE	40.701	ss-DNA	24-NOV-2018	8	100	0	94.6604876083014	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945572	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6133	FALSE	40.698	ss-DNA	24-NOV-2018	6	100	0	91.4234469264634	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945571	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4464	FALSE	39.315	ss-DNA	24-NOV-2018	6	100	0	93.9516129032258	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945570	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4864	FALSE	43.956	ss-DNA	24-NOV-2018	7	100	0	94.3050986842105	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945569	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5621	FALSE	49.013	ss-DNA	24-NOV-2018	9	100	0	87.6356520192137	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945568	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4714	FALSE	40.348	ss-DNA	24-NOV-2018	7	85.7142857142857	14.2857142857143	93.7420449724226	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945567	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5793	FALSE	43.363	ss-DNA	24-NOV-2018	7	100	0	87.9854997410668	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945566	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5133	FALSE	44.243	ss-DNA	24-NOV-2018	7	85.7142857142857	14.2857142857143	95.7334891876096	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945565	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5058	FALSE	46.085	ss-DNA	24-NOV-2018	8	87.5	12.5	95.729537366548	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945564	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5703	FALSE	49.167	ss-DNA	24-NOV-2018	6	100	0	86.3755917937927	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945563	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6094	FALSE	40.154	ss-DNA	24-NOV-2018	5	100	0	81.572038070233	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945562	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4572	FALSE	40.486	ss-DNA	24-NOV-2018	7	100	0	93.4383202099738	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945561	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5053	FALSE	44.033	ss-DNA	24-NOV-2018	9	88.8888888888889	11.1111111111111	92.2620225608549	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945560	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4933	FALSE	44.679	ss-DNA	24-NOV-2018	7	100	0	82.8299209406041	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945559	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5076	FALSE	46.414	ss-DNA	24-NOV-2018	8	100	0	89.4799054373522	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945558	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6149	FALSE	40.511	ss-DNA	24-NOV-2018	6	83.3333333333333	16.6666666666667	88.8437144251098	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945557	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6032	FALSE	41.048	ss-DNA	24-NOV-2018	6	100	0	93.6007957559682	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945556	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4458	FALSE	37.865	ss-DNA	24-NOV-2018	6	100	0	92.3956931359354	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945555	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5394	FALSE	38.561	ss-DNA	24-NOV-2018	6	100	0	81.8687430478309	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945554	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6618	FALSE	37.791	ss-DNA	24-NOV-2018	8	100	0	92.8377153218495	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945553	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4976	FALSE	41.600	ss-DNA	24-NOV-2018	8	100	0	95.1366559485531	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945552	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4477	FALSE	50.972	ss-DNA	24-NOV-2018	5	100	0	88.6531159258432	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945551	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4935	FALSE	39.980	ss-DNA	24-NOV-2018	5	100	0	91.2462006079027	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945550	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5490	FALSE	42.386	ss-DNA	24-NOV-2018	7	100	0	85.0273224043716	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945549	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4480	FALSE	41.094	ss-DNA	24-NOV-2018	6	100	0	91.875	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945548	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4986	FALSE	46.270	ss-DNA	24-NOV-2018	6	83.3333333333333	16.6666666666667	93.0806257521059	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945547	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4400	FALSE	44.318	ss-DNA	24-NOV-2018	6	100	0	89.4545454545455	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945546	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4296	FALSE	44.181	ss-DNA	24-NOV-2018	5	100	0	87.5698324022346	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945545	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5092	FALSE	39.336	ss-DNA	24-NOV-2018	5	100	0	87.0777690494894	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945544	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6902	FALSE	37.018	ss-DNA	24-NOV-2018	7	100	0	86.7574616053318	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945543	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5036	FALSE	53.197	ss-DNA	24-NOV-2018	7	100	0	87.7482128673551	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945542	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5005	FALSE	43.117	ss-DNA	24-NOV-2018	6	100	0	87.3326673326673	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945541	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4916	FALSE	42.331	ss-DNA	24-NOV-2018	6	100	0	95.9926769731489	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945540	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4852	FALSE	37.881	ss-DNA	24-NOV-2018	7	100	0	92.4361088211047	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945539	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5616	FALSE	46.688	ss-DNA	24-NOV-2018	5	100	0	88.8354700854701	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945538	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5241	FALSE	45.507	ss-DNA	24-NOV-2018	7	100	0	87.1780194619347	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945537	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5318	FALSE	43.174	ss-DNA	24-NOV-2018	10	100	0	93.4185784129372	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945536	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4699	FALSE	39.200	ss-DNA	24-NOV-2018	7	85.7142857142857	14.2857142857143	93.6582251542881	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945535	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5612	FALSE	41.269	ss-DNA	24-NOV-2018	5	100	0	89.8075552387741	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945534	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4767	FALSE	46.151	ss-DNA	24-NOV-2018	5	100	0	89.9307740717432	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945533	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6293	FALSE	39.282	ss-DNA	24-NOV-2018	10	100	0	84.5701573176545	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945532	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4851	FALSE	52.298	ss-DNA	24-NOV-2018	7	100	0	94.2486085343228	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945531	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5439	FALSE	42.103	ss-DNA	24-NOV-2018	9	100	0	95.0358521787093	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945530	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5193	FALSE	43.019	ss-DNA	24-NOV-2018	7	100	0	94.8584633160023	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945529	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4606	FALSE	41.424	ss-DNA	24-NOV-2018	6	100	0	90.7294832826748	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
MG945528	Microviridae sp.	Microviridae sp. Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4801	FALSE	41.970	ss-DNA	24-NOV-2018	8	100	0	90.1062278691939	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Unspecified
